Number of model parameters: 5224768
0.001
Iter 0 training loss = 84.680 , time = 3.57
Iter 210 training loss = 7.688 , time = 2.85
Iter 211 training loss = 4.641 , time = 2.85
Iter 212 training loss = 5.796 , time = 2.86
Iter 213 training loss = 3.481 , time = 2.86
Iter 214 training loss = 4.384 , time = 2.84
Iter 215 training loss = 4.552 , time = 2.84
Iter 216 training loss = 4.953 , time = 2.85
Iter 217 training loss = 3.149 , time = 2.86
Iter 218 training loss = 5.830 , time = 2.84
Iter 219 training loss = 2.144 , time = 2.85
Iter 220 training loss = 3.601 , time = 2.83
Iter 221 training loss = 2.294 , time = 2.83
Iter 222 training loss = 1.887 , time = 2.85
Iter 223 training loss = 4.362 , time = 2.86
Iter 224 training loss = 6.690 , time = 2.85
Iter 225 training loss = 8.123 , time = 2.86
Iter 226 training loss = 4.385 , time = 2.84
Iter 227 training loss = 7.611 , time = 2.82
Iter 228 training loss = 2.903 , time = 2.82
Iter 229 training loss = 6.691 , time = 2.83
Iter 230 training loss = 5.112 , time = 2.83
Iter 231 training loss = 8.522 , time = 2.82
Iter 232 training loss = 4.309 , time = 2.82
Iter 233 training loss = 4.329 , time = 2.81
Iter 234 training loss = 4.822 , time = 0.96
235
epoch 38 total training loss = 5.239, epoch time = 25452.86
0.001
Iter 0 training loss = 5.621 , time = 3.03
Iter 1 training loss = 3.211 , time = 2.85
Iter 2 training loss = 2.629 , time = 2.85
Iter 3 training loss = 4.068 , time = 2.84
Iter 4 training loss = 6.416 , time = 2.84
Iter 5 training loss = 5.274 , time = 2.86
Iter 6 training loss = nan , time = 2.66
Iter 7 training loss = 6.693 , time = 2.85
Iter 8 training loss = 2.346 , time = 2.84
Iter 9 training loss = 5.301 , time = 2.87
Iter 10 training loss = 10.847 , time = 2.84
Iter 11 training loss = 5.129 , time = 2.86
Iter 12 training loss = 2.126 , time = 2.85
Iter 13 training loss = 2.632 , time = 2.85
Iter 14 training loss = 9.589 , time = 2.85
Iter 15 training loss = 10.045 , time = 2.86
Iter 16 training loss = 1.970 , time = 2.84
Iter 17 training loss = 3.308 , time = 2.86
Iter 18 training loss = 3.120 , time = 2.82
Iter 19 training loss = 8.840 , time = 2.85
Iter 20 training loss = 4.140 , time = 2.84
Iter 21 training loss = 18.888 , time = 2.85
Iter 22 training loss = 2.035 , time = 2.85
Iter 23 training loss = 12.507 , time = 2.86
Iter 24 training loss = 2.603 , time = 2.86
Iter 25 training loss = 2.794 , time = 2.82
Iter 26 training loss = 5.439 , time = 2.82
Iter 27 training loss = 4.303 , time = 2.82
Iter 28 training loss = 2.821 , time = 2.82
Iter 29 training loss = 1.990 , time = 2.83
Iter 30 training loss = 4.757 , time = 2.84
Iter 31 training loss = 4.569 , time = 2.88
Iter 32 training loss = 5.241 , time = 2.83
Iter 33 training loss = 11.699 , time = 2.82
Iter 34 training loss = 3.352 , time = 2.82
Iter 35 training loss = 3.899 , time = 2.85
Iter 36 training loss = 1.920 , time = 2.86
Iter 37 training loss = 6.796 , time = 2.84
Iter 38 training loss = 2.812 , time = 2.84
Iter 39 training loss = 1.825 , time = 2.84
Iter 40 training loss = 4.782 , time = 2.84
Iter 41 training loss = 12.374 , time = 2.84
Iter 42 training loss = 5.189 , time = 2.85
Iter 43 training loss = 5.533 , time = 2.84
Iter 44 training loss = 4.114 , time = 2.85
Iter 45 training loss = 6.344 , time = 2.84
Iter 46 training loss = 5.576 , time = 2.84
Iter 47 training loss = 3.259 , time = 2.85
Iter 48 training loss = 7.372 , time = 2.84
Iter 49 training loss = 3.827 , time = 2.85
Iter 50 training loss = 3.476 , time = 2.84
Iter 51 training loss = 3.503 , time = 2.84
Iter 52 training loss = 2.015 , time = 2.86
Iter 53 training loss = 5.455 , time = 2.86
Iter 54 training loss = 6.178 , time = 2.85
Iter 55 training loss = 3.478 , time = 2.85
Iter 56 training loss = 4.297 , time = 2.85
Iter 57 training loss = 3.089 , time = 2.84
Iter 58 training loss = 3.339 , time = 2.85
Iter 59 training loss = 1.631 , time = 2.84
Iter 60 training loss = 5.237 , time = 2.84
Iter 61 training loss = 1.443 , time = 2.84
Iter 62 training loss = 6.238 , time = 2.84
Iter 63 training loss = 2.724 , time = 2.84
Iter 64 training loss = 3.526 , time = 2.84
Iter 65 training loss = 10.044 , time = 2.84
Iter 66 training loss = 6.415 , time = 2.84
Iter 67 training loss = 7.338 , time = 2.86
Iter 68 training loss = 3.124 , time = 2.84
Iter 69 training loss = 1.754 , time = 2.83
Iter 70 training loss = 2.541 , time = 2.83
Iter 71 training loss = 3.736 , time = 2.85
Iter 72 training loss = 3.042 , time = 2.85
Iter 73 training loss = 2.929 , time = 2.84
Iter 74 training loss = 2.958 , time = 2.85
Iter 75 training loss = 5.257 , time = 2.86
Iter 76 training loss = 3.488 , time = 2.83
Iter 77 training loss = 2.163 , time = 2.82
Iter 78 training loss = 4.772 , time = 2.85
Iter 79 training loss = 5.468 , time = 2.84
Iter 80 training loss = 5.160 , time = 2.86
Iter 81 training loss = 2.081 , time = 2.85
Iter 82 training loss = 2.779 , time = 2.86
Iter 83 training loss = 3.991 , time = 2.82
Iter 84 training loss = 3.284 , time = 2.83
Iter 85 training loss = 4.303 , time = 2.82
Iter 86 training loss = 3.260 , time = 2.82
Iter 87 training loss = 6.209 , time = 2.84
Iter 88 training loss = 1.338 , time = 2.89
Iter 89 training loss = 2.738 , time = 2.86
Iter 90 training loss = 1.851 , time = 2.82
Iter 91 training loss = 3.813 , time = 2.86
Iter 92 training loss = 2.114 , time = 2.84
Iter 93 training loss = 4.246 , time = 2.84
Iter 94 training loss = 2.362 , time = 2.84
Iter 95 training loss = 5.469 , time = 2.85
Iter 96 training loss = 7.630 , time = 2.85
Iter 97 training loss = 3.958 , time = 2.85
Iter 98 training loss = 2.588 , time = 2.84
Iter 99 training loss = 3.731 , time = 2.85
Iter 100 training loss = 2.503 , time = 2.85
Iter 101 training loss = 3.640 , time = 2.85
Iter 102 training loss = 2.292 , time = 2.84
Iter 103 training loss = 11.798 , time = 2.85
Iter 104 training loss = 2.460 , time = 2.85
Iter 105 training loss = 4.819 , time = 2.84
Iter 106 training loss = 2.081 , time = 2.86
Iter 107 training loss = 6.250 , time = 2.85
Iter 108 training loss = 4.900 , time = 2.86
Iter 109 training loss = 1.294 , time = 2.85
Iter 110 training loss = 1.474 , time = 2.85
Iter 111 training loss = 2.250 , time = 2.85
Iter 112 training loss = 4.434 , time = 2.85
Iter 113 training loss = 1.670 , time = 2.86
Iter 114 training loss = 5.972 , time = 2.85
Iter 115 training loss = 8.107 , time = 2.85
Iter 116 training loss = 2.300 , time = 2.85
Iter 117 training loss = 1.667 , time = 2.84
Iter 118 training loss = 3.189 , time = 2.86
Iter 119 training loss = 7.507 , time = 2.84
Iter 120 training loss = 5.436 , time = 2.85
Iter 121 training loss = 1.091 , time = 2.85
Iter 122 training loss = 4.554 , time = 2.85
Iter 123 training loss = 3.768 , time = 2.84
Iter 124 training loss = 71.893 , time = 2.84
Iter 125 training loss = 4.530 , time = 2.85
Iter 126 training loss = 44.252 , time = 2.85
Iter 127 training loss = 3.368 , time = 2.85
Iter 128 training loss = 6.313 , time = 2.84
Iter 129 training loss = 1.464 , time = 2.85
Iter 130 training loss = 3.288 , time = 2.85
Iter 131 training loss = 5.060 , time = 2.84
Iter 132 training loss = 2.673 , time = 2.85
Iter 133 training loss = 3.937 , time = 2.84
Iter 134 training loss = 3.764 , time = 2.85
Iter 135 training loss = 4.090 , time = 2.84
Iter 136 training loss = 3.720 , time = 2.85
Iter 137 training loss = 4.563 , time = 2.85
Iter 138 training loss = 4.420 , time = 2.85
Iter 139 training loss = 3.522 , time = 2.85
Iter 140 training loss = 8.323 , time = 2.85
Iter 141 training loss = 1.540 , time = 2.84
Iter 142 training loss = 9.097 , time = 2.85
Iter 143 training loss = 10.750 , time = 2.86
Iter 144 training loss = 4.134 , time = 2.84
Iter 145 training loss = 3.220 , time = 2.85
Iter 146 training loss = 3.951 , time = 2.86
Iter 147 training loss = 2.121 , time = 2.84
Iter 148 training loss = 2.305 , time = 2.86
Iter 149 training loss = 2.605 , time = 2.86
Iter 150 training loss = 3.157 , time = 2.85
Iter 151 training loss = 5.731 , time = 2.85
Iter 152 training loss = 1.381 , time = 2.86
Iter 153 training loss = 2.342 , time = 2.84
Iter 154 training loss = 1.461 , time = 2.85
Iter 155 training loss = 88.378 , time = 2.85
Iter 156 training loss = 6.789 , time = 2.84
Iter 157 training loss = 9.950 , time = 2.85
Iter 158 training loss = 3.538 , time = 2.85
Iter 159 training loss = 4.511 , time = 2.85
Iter 160 training loss = 3.401 , time = 2.85
Iter 161 training loss = 1.724 , time = 2.85
Iter 162 training loss = 5.581 , time = 2.85
Iter 163 training loss = 3.385 , time = 2.82
Iter 164 training loss = 4.734 , time = 2.83
Iter 165 training loss = 2.847 , time = 2.83
Iter 166 training loss = 13.286 , time = 2.83
Iter 167 training loss = 10.862 , time = 2.83
Iter 168 training loss = 2.301 , time = 2.85
Iter 169 training loss = 4.691 , time = 2.85
Iter 170 training loss = 5.866 , time = 2.85
Iter 171 training loss = 3.503 , time = 2.84
Iter 172 training loss = 3.203 , time = 2.85
Iter 173 training loss = 2.901 , time = 2.84
Iter 174 training loss = 7.720 , time = 2.85
Iter 175 training loss = 4.855 , time = 2.84
Iter 176 training loss = 2.164 , time = 2.84
Iter 177 training loss = 1.990 , time = 2.85
Iter 178 training loss = 4.515 , time = 2.85
Iter 179 training loss = 8.283 , time = 2.84
Iter 180 training loss = 5.933 , time = 2.84
Iter 181 training loss = 6.492 , time = 2.85
Iter 182 training loss = 2.858 , time = 2.84
Iter 183 training loss = 2.607 , time = 2.85
Iter 184 training loss = 2.299 , time = 2.85
Iter 185 training loss = 1.444 , time = 2.85
Iter 186 training loss = 6.961 , time = 2.85
Iter 187 training loss = 2.039 , time = 2.84
Iter 188 training loss = 3.921 , time = 2.85
Iter 189 training loss = 3.996 , time = 2.85
Iter 190 training loss = 6.248 , time = 2.85
Iter 191 training loss = 2.800 , time = 2.85
Iter 192 training loss = 3.427 , time = 2.86
Iter 193 training loss = 5.793 , time = 2.84
Iter 194 training loss = 3.840 , time = 2.85
Iter 195 training loss = 16.579 , time = 2.82
Iter 196 training loss = 6.473 , time = 2.83
Iter 197 training loss = 8.252 , time = 2.82
Iter 198 training loss = 16.999 , time = 2.85
Iter 199 training loss = 2.538 , time = 2.84
Iter 200 training loss = 7.057 , time = 2.85
Iter 201 training loss = 2.400 , time = 2.85
Iter 202 training loss = 7.012 , time = 2.85
Iter 203 training loss = 3.615 , time = 2.85
Iter 204 training loss = 2.485 , time = 2.85
Iter 205 training loss = 2.827 , time = 2.84
Iter 206 training loss = 11.371 , time = 2.84
Iter 207 training loss = 2.115 , time = 2.85
Iter 208 training loss = 5.966 , time = 2.85
Iter 209 training loss = 2.202 , time = 2.85
Iter 210 training loss = 6.059 , time = 2.84
Iter 211 training loss = 5.905 , time = 2.85
Iter 212 training loss = 3.011 , time = 2.84
Iter 213 training loss = 2.396 , time = 2.86
Iter 214 training loss = 3.090 , time = 2.85
Iter 215 training loss = 4.238 , time = 2.85
Iter 216 training loss = 11.177 , time = 2.85
Iter 217 training loss = 3.505 , time = 2.85
Iter 218 training loss = 4.239 , time = 2.84
Iter 219 training loss = 8.036 , time = 2.85
Iter 220 training loss = 3.161 , time = 2.84
Iter 221 training loss = 1.779 , time = 2.85
Iter 222 training loss = 2.402 , time = 2.85
Iter 223 training loss = 15.806 , time = 2.85
Iter 224 training loss = 3.665 , time = 2.86
Iter 225 training loss = 2.550 , time = 2.86
Iter 226 training loss = 5.165 , time = 2.84
Iter 227 training loss = 3.308 , time = 2.83
Iter 228 training loss = 6.863 , time = 2.82
Iter 229 training loss = 10.959 , time = 2.82
Iter 230 training loss = 4.197 , time = 2.83
Iter 231 training loss = 60.176 , time = 2.82
Iter 232 training loss = 7.012 , time = 2.83
Iter 233 training loss = 4.282 , time = 2.83
Iter 234 training loss = 93.694 , time = 0.96
235
epoch 39 total training loss = 6.511, epoch time = 26121.83
0.001
Iter 0 training loss = 2.441 , time = 3.05
Iter 1 training loss = 2.250 , time = 2.85
Iter 2 training loss = 13.402 , time = 2.84
Iter 3 training loss = 4.243 , time = 2.85
Iter 4 training loss = 15.234 , time = 2.86
Iter 5 training loss = 2.678 , time = 2.86
Iter 6 training loss = 9.290 , time = 2.86
Iter 7 training loss = 4.581 , time = 2.86
Iter 8 training loss = 9.072 , time = 2.86
Iter 9 training loss = 3.425 , time = 2.85
Iter 10 training loss = 3.480 , time = 2.86
Iter 11 training loss = 4.101 , time = 2.86
Iter 12 training loss = 3.509 , time = 2.85
Iter 13 training loss = 2.261 , time = 2.84
Iter 14 training loss = 1.781 , time = 2.85
Iter 15 training loss = 9.887 , time = 2.84
Iter 16 training loss = 4.470 , time = 2.85
Iter 17 training loss = 7.168 , time = 2.84
Iter 18 training loss = 7.341 , time = 2.85
Iter 19 training loss = 9.311 , time = 2.84
Iter 20 training loss = 1.689 , time = 2.85
Iter 21 training loss = 2.173 , time = 2.85
Iter 22 training loss = 33.552 , time = 2.84
Iter 23 training loss = 5.422 , time = 2.85
Iter 24 training loss = 3.081 , time = 2.85
Iter 25 training loss = 2.100 , time = 2.84
Iter 26 training loss = 5.513 , time = 2.85
Iter 27 training loss = 5.835 , time = 2.82
Iter 28 training loss = 1.709 , time = 2.82
Iter 29 training loss = 1.920 , time = 2.85
Iter 30 training loss = 5.961 , time = 2.86
Iter 31 training loss = 5.007 , time = 2.86
Iter 32 training loss = 6.712 , time = 2.84
Iter 33 training loss = 2.905 , time = 2.87
Iter 34 training loss = 4.946 , time = 2.85
Iter 35 training loss = 2.608 , time = 2.85
Iter 36 training loss = 6.952 , time = 2.86
Iter 37 training loss = 3.430 , time = 2.86
Iter 38 training loss = 9.715 , time = 2.85
Iter 39 training loss = 4.383 , time = 2.86
Iter 40 training loss = 3.485 , time = 2.84
Iter 41 training loss = 5.517 , time = 2.84
Iter 42 training loss = 6.675 , time = 2.84
Iter 43 training loss = 2.469 , time = 2.86
Iter 44 training loss = 5.634 , time = 2.86
Iter 45 training loss = 2.234 , time = 2.85
Iter 46 training loss = 6.363 , time = 2.86
Iter 47 training loss = 2.320 , time = 2.85
Iter 48 training loss = 15.588 , time = 2.85
Iter 49 training loss = 4.659 , time = 2.85
Iter 50 training loss = 1.259 , time = 2.86
Iter 51 training loss = 3.176 , time = 2.85
Iter 52 training loss = 7.101 , time = 2.86
Iter 53 training loss = 3.274 , time = 2.86
Iter 54 training loss = 7.388 , time = 2.85
Iter 55 training loss = 5.496 , time = 2.85
Iter 56 training loss = nan , time = 2.66
Iter 57 training loss = 2.269 , time = 2.85
Iter 58 training loss = 5.354 , time = 2.85
Iter 59 training loss = 0.877 , time = 2.85
Iter 60 training loss = 3.382 , time = 2.86
Iter 61 training loss = 2.220 , time = 2.85
Iter 62 training loss = 2.863 , time = 2.86
Iter 63 training loss = 5.603 , time = 2.85
Iter 64 training loss = 4.705 , time = 2.84
Iter 65 training loss = 2.076 , time = 2.85
Iter 66 training loss = 3.855 , time = 2.85
Iter 67 training loss = 6.559 , time = 2.85
Iter 68 training loss = 4.314 , time = 2.85
Iter 69 training loss = 4.667 , time = 2.85
Iter 70 training loss = 22.440 , time = 2.84
Iter 71 training loss = 4.401 , time = 2.86
Iter 72 training loss = 3.410 , time = 2.86
Iter 73 training loss = 3.108 , time = 2.85
Iter 74 training loss = 5.025 , time = 2.85
Iter 75 training loss = 1.036 , time = 2.85
Iter 76 training loss = 2.811 , time = 2.85
Iter 77 training loss = 3.901 , time = 2.84
Iter 78 training loss = 4.201 , time = 2.85
Iter 79 training loss = 3.964 , time = 2.85
Iter 80 training loss = 7.820 , time = 2.84
Iter 81 training loss = 4.363 , time = 2.85
Iter 82 training loss = 3.467 , time = 2.85
Iter 83 training loss = 3.909 , time = 2.84
Iter 84 training loss = 13.245 , time = 2.85
Iter 85 training loss = 2.406 , time = 2.84
Iter 86 training loss = 3.459 , time = 2.85
Iter 87 training loss = 7.597 , time = 2.86
Iter 88 training loss = 3.189 , time = 2.85
Iter 89 training loss = 2.057 , time = 2.85
Iter 90 training loss = 1.138 , time = 2.85
Iter 91 training loss = 5.097 , time = 2.86
Iter 92 training loss = 6.234 , time = 2.86
Iter 93 training loss = 3.838 , time = 2.85
Iter 94 training loss = 1.471 , time = 2.84
Iter 95 training loss = 8.191 , time = 2.85
Iter 96 training loss = 4.152 , time = 2.86
Iter 97 training loss = 5.533 , time = 2.85
Iter 98 training loss = 7.417 , time = 2.86
Iter 99 training loss = 8.677 , time = 2.86
Iter 100 training loss = 2.604 , time = 2.86
Iter 101 training loss = 2.682 , time = 2.86
Iter 102 training loss = 3.628 , time = 2.86
Iter 103 training loss = 2.913 , time = 2.82
Iter 104 training loss = 8.003 , time = 2.86
Iter 105 training loss = 3.899 , time = 2.82
Iter 106 training loss = 4.825 , time = 2.83
Iter 107 training loss = 2.609 , time = 2.86
Iter 108 training loss = 1.901 , time = 2.84
Iter 109 training loss = 8.048 , time = 2.85
Iter 110 training loss = 15.260 , time = 2.84
Iter 111 training loss = 5.576 , time = 2.85
Iter 112 training loss = 1.759 , time = 2.86
Iter 113 training loss = 4.002 , time = 2.85
Iter 114 training loss = 30.325 , time = 2.84
Iter 115 training loss = 3.313 , time = 2.84
Iter 116 training loss = 1.961 , time = 2.85
Iter 117 training loss = 2.619 , time = 2.84
Iter 118 training loss = 1.791 , time = 2.85
Iter 119 training loss = 1.662 , time = 2.84
Iter 120 training loss = 2.319 , time = 2.85
Iter 121 training loss = 8.793 , time = 2.85
Iter 122 training loss = 3.026 , time = 2.86
Iter 123 training loss = 2.632 , time = 2.85
Iter 124 training loss = 3.259 , time = 2.85
Iter 125 training loss = 3.876 , time = 2.86
Iter 126 training loss = 4.571 , time = 2.86
Iter 127 training loss = 4.672 , time = 2.86
Iter 128 training loss = 1.382 , time = 2.86
Iter 129 training loss = 2.696 , time = 2.84
Iter 130 training loss = 3.032 , time = 2.85
Iter 131 training loss = 3.058 , time = 2.86
Iter 132 training loss = 5.665 , time = 2.84
Iter 133 training loss = 3.156 , time = 2.85
Iter 134 training loss = 1.719 , time = 2.86
Iter 135 training loss = 2.754 , time = 2.85
Iter 136 training loss = 2.975 , time = 2.84
Iter 137 training loss = 5.134 , time = 2.85
Iter 138 training loss = 3.317 , time = 2.84
Iter 139 training loss = 2.295 , time = 2.85
Iter 140 training loss = 1.997 , time = 2.85
Iter 141 training loss = 2.145 , time = 2.85
Iter 142 training loss = 2.460 , time = 2.84
Iter 143 training loss = 11.870 , time = 2.85
Iter 144 training loss = 3.879 , time = 2.85
Iter 145 training loss = 3.573 , time = 2.86
Iter 146 training loss = 14.044 , time = 2.84
Iter 147 training loss = 5.132 , time = 2.85
Iter 148 training loss = 5.393 , time = 2.86
Iter 149 training loss = 6.120 , time = 2.86
Iter 150 training loss = 3.739 , time = 2.86
Iter 151 training loss = 11.362 , time = 2.85
Iter 152 training loss = 2.665 , time = 2.85
Iter 153 training loss = 3.569 , time = 2.84
Iter 154 training loss = 3.163 , time = 2.86
Iter 155 training loss = 4.145 , time = 2.85
Iter 156 training loss = 4.002 , time = 2.85
Iter 157 training loss = 5.687 , time = 2.85
Iter 158 training loss = 4.529 , time = 2.85
Iter 159 training loss = 6.221 , time = 2.85
Iter 160 training loss = 6.305 , time = 2.84
Iter 161 training loss = 9.316 , time = 2.86
Iter 162 training loss = 2.891 , time = 2.86
Iter 163 training loss = 5.826 , time = 2.85
Iter 164 training loss = 3.151 , time = 2.85
Iter 165 training loss = 5.940 , time = 2.86
Iter 166 training loss = 1.997 , time = 2.85
Iter 167 training loss = 2.489 , time = 2.85
Iter 168 training loss = 5.739 , time = 2.86
Iter 169 training loss = 2.351 , time = 2.86
Iter 170 training loss = 4.118 , time = 2.86
Iter 171 training loss = 4.839 , time = 2.85
Iter 172 training loss = 4.056 , time = 2.86
Iter 173 training loss = 3.566 , time = 2.85
Iter 174 training loss = 2.747 , time = 2.85
Iter 175 training loss = 2.613 , time = 2.85
Iter 176 training loss = 2.235 , time = 2.86
Iter 177 training loss = 4.424 , time = 2.85
Iter 178 training loss = 4.860 , time = 2.86
Iter 179 training loss = 3.649 , time = 2.86
Iter 180 training loss = 2.048 , time = 2.86
Iter 181 training loss = 5.315 , time = 2.86
Iter 182 training loss = 2.898 , time = 2.85
Iter 183 training loss = 7.005 , time = 2.86
Iter 184 training loss = 4.039 , time = 2.85
Iter 185 training loss = 5.398 , time = 2.85
Iter 186 training loss = 3.563 , time = 2.85
Iter 187 training loss = 4.608 , time = 2.85
Iter 188 training loss = 6.401 , time = 2.86
Iter 189 training loss = 4.399 , time = 2.86
Iter 190 training loss = 4.035 , time = 2.86
Iter 191 training loss = 4.918 , time = 2.85
Iter 192 training loss = 4.498 , time = 2.85
Iter 193 training loss = 8.361 , time = 2.85
Iter 194 training loss = 2.975 , time = 2.85
Iter 195 training loss = 5.103 , time = 2.86
Iter 196 training loss = 5.322 , time = 2.85
Iter 197 training loss = 2.186 , time = 2.86
Iter 198 training loss = 3.845 , time = 2.86
Iter 199 training loss = 3.623 , time = 2.85
Iter 200 training loss = 2.867 , time = 2.85
Iter 201 training loss = 5.803 , time = 2.86
Iter 202 training loss = 6.681 , time = 2.86
Iter 203 training loss = 3.005 , time = 2.85
Iter 204 training loss = 2.130 , time = 2.86
Iter 205 training loss = 10.059 , time = 2.86
Iter 206 training loss = 2.766 , time = 2.86
Iter 207 training loss = 9.561 , time = 2.86
Iter 208 training loss = 4.197 , time = 2.86
Iter 209 training loss = 4.179 , time = 2.85
Iter 210 training loss = 3.193 , time = 2.86
Iter 211 training loss = 1.709 , time = 2.86
Iter 212 training loss = 6.457 , time = 2.86
Iter 213 training loss = 3.711 , time = 2.85
Iter 214 training loss = 1.567 , time = 2.86
Iter 215 training loss = 2.746 , time = 2.86
Iter 216 training loss = 5.427 , time = 2.86
Iter 217 training loss = 2.159 , time = 2.86
Iter 218 training loss = 3.022 , time = 2.86
Iter 219 training loss = 2.641 , time = 2.85
Iter 220 training loss = 3.704 , time = 2.86
Iter 221 training loss = 5.849 , time = 2.86
Iter 222 training loss = 8.943 , time = 2.86
Iter 223 training loss = 4.474 , time = 2.84
Iter 224 training loss = 4.655 , time = 2.85
Iter 225 training loss = 3.164 , time = 2.85
Iter 226 training loss = 5.522 , time = 2.84
Iter 227 training loss = 2.003 , time = 2.82
Iter 228 training loss = 4.488 , time = 2.83
Iter 229 training loss = 2.020 , time = 2.83
Iter 230 training loss = 4.064 , time = 2.83
Iter 231 training loss = 4.232 , time = 2.83
Iter 232 training loss = 2.457 , time = 2.82
Iter 233 training loss = 6.262 , time = 2.83
Iter 234 training loss = 7.932 , time = 0.96
235
epoch 40 total training loss = 5.265, epoch time = 26792.07
0.001
Iter 0 training loss = 11.369 , time = 3.08
Iter 1 training loss = 3.532 , time = 2.84
Iter 2 training loss = 3.109 , time = 2.85
Iter 3 training loss = 6.060 , time = 2.86
Iter 4 training loss = 2.310 , time = 2.85
Iter 5 training loss = 7.434 , time = 2.85
Iter 6 training loss = 1.974 , time = 2.86
Iter 7 training loss = 2.542 , time = 2.85
Iter 8 training loss = 3.614 , time = 2.85
Iter 9 training loss = 3.363 , time = 2.85
Iter 10 training loss = 2.303 , time = 2.84
Iter 11 training loss = 3.764 , time = 2.86
Iter 12 training loss = 2.891 , time = 2.85
Iter 13 training loss = 3.648 , time = 2.85
Iter 14 training loss = 3.148 , time = 2.86
Iter 15 training loss = 4.649 , time = 2.85
Iter 16 training loss = 1.237 , time = 2.85
Iter 17 training loss = 2.369 , time = 2.85
Iter 18 training loss = 22.698 , time = 2.85
Iter 19 training loss = 13.276 , time = 2.86
Iter 20 training loss = 2.312 , time = 2.86
Iter 21 training loss = 2.515 , time = 2.84
Iter 22 training loss = 2.650 , time = 2.86
Iter 23 training loss = 3.052 , time = 2.85
Iter 24 training loss = 8.396 , time = 2.84
Iter 25 training loss = 2.481 , time = 2.84
Iter 26 training loss = 5.243 , time = 2.85
Iter 27 training loss = 7.403 , time = 2.85
Iter 28 training loss = 4.090 , time = 2.85
Iter 29 training loss = 4.959 , time = 2.85
Iter 30 training loss = 2.690 , time = 2.86
Iter 31 training loss = 1.582 , time = 2.85
Iter 32 training loss = 2.253 , time = 2.85
Iter 33 training loss = 37.229 , time = 2.86
Iter 34 training loss = 3.974 , time = 2.86
Iter 35 training loss = 11.900 , time = 2.86
Iter 36 training loss = 3.048 , time = 2.86
Iter 37 training loss = 2.594 , time = 2.85
Iter 38 training loss = 3.504 , time = 2.85
Iter 39 training loss = 4.809 , time = 2.85
Iter 40 training loss = 6.507 , time = 2.84
Iter 41 training loss = 4.080 , time = 2.85
Iter 42 training loss = 1.362 , time = 2.86
Iter 43 training loss = 4.329 , time = 2.86
Iter 44 training loss = 3.023 , time = 2.86
Iter 45 training loss = 3.840 , time = 2.86
Iter 46 training loss = 4.328 , time = 2.86
Iter 47 training loss = 1.737 , time = 2.86
Iter 48 training loss = 3.075 , time = 2.86
Iter 49 training loss = 2.087 , time = 2.84
Iter 50 training loss = 4.039 , time = 2.85
Iter 51 training loss = 3.884 , time = 2.85
Iter 52 training loss = 2.396 , time = 2.85
Iter 53 training loss = 6.268 , time = 2.85
Iter 54 training loss = 6.681 , time = 2.86
Iter 55 training loss = 2.105 , time = 2.86
Iter 56 training loss = 2.454 , time = 2.85
Iter 57 training loss = 15.914 , time = 2.85
Iter 58 training loss = 2.819 , time = 2.86
Iter 59 training loss = 1.170 , time = 2.86
Iter 60 training loss = 3.264 , time = 2.84
Iter 61 training loss = 2.877 , time = 2.85
Iter 62 training loss = 5.808 , time = 2.86
Iter 63 training loss = 3.400 , time = 2.85
Iter 64 training loss = 8.718 , time = 2.86
Iter 65 training loss = 3.341 , time = 2.86
Iter 66 training loss = 1.515 , time = 2.86
Iter 67 training loss = 2.184 , time = 2.86
Iter 68 training loss = 2.680 , time = 2.86
Iter 69 training loss = 9.655 , time = 2.86
Iter 70 training loss = 2.779 , time = 2.86
Iter 71 training loss = 1.456 , time = 2.86
Iter 72 training loss = 3.322 , time = 2.86
Iter 73 training loss = 4.804 , time = 2.85
Iter 74 training loss = 2.880 , time = 2.85
Iter 75 training loss = 4.326 , time = 2.86
Iter 76 training loss = 1.909 , time = 2.86
Iter 77 training loss = 3.224 , time = 2.85
Iter 78 training loss = 4.379 , time = 2.86
Iter 79 training loss = 3.665 , time = 2.86
Iter 80 training loss = 4.968 , time = 2.86
Iter 81 training loss = 3.057 , time = 2.86
Iter 82 training loss = 2.983 , time = 2.84
Iter 83 training loss = 9.008 , time = 2.85
Iter 84 training loss = 2.186 , time = 2.85
Iter 85 training loss = 5.704 , time = 2.85
Iter 86 training loss = 5.563 , time = 2.86
Iter 87 training loss = 1.707 , time = 2.85
Iter 88 training loss = 2.731 , time = 2.85
Iter 89 training loss = 1.919 , time = 2.84
Iter 90 training loss = 3.318 , time = 2.85
Iter 91 training loss = 4.573 , time = 2.85
Iter 92 training loss = 11.739 , time = 2.86
Iter 93 training loss = 1.370 , time = 2.85
Iter 94 training loss = 2.282 , time = 2.84
Iter 95 training loss = 4.759 , time = 2.85
Iter 96 training loss = 1.866 , time = 2.86
Iter 97 training loss = 2.976 , time = 2.85
Iter 98 training loss = 1.722 , time = 2.86
Iter 99 training loss = 5.512 , time = 2.85
Iter 100 training loss = 12.623 , time = 2.85
Iter 101 training loss = 20.193 , time = 2.85
Iter 102 training loss = 7.475 , time = 2.85
Iter 103 training loss = 3.273 , time = 2.84
Iter 104 training loss = 7.949 , time = 2.85
Iter 105 training loss = 2.267 , time = 2.86
Iter 106 training loss = 4.502 , time = 2.86
